ID,Unit,Question,Choice1,Choice2,Choice3,Choice4,Choice5,Answer
1,V01MCIJ,いま_resized.jpg,いま.mp3,あのう.mp3,がくせい.mp3,にほん.mp3,せんせい.mp3,1
2,V01MCIJ,そうです_resized.jpg,そうです.mp3,そうですか.mp3,がくせい.mp3,にほんじん.mp3,かんこく.mp3,1
3,V01MCIJ,そうですか_resized.jpg,そうですか.mp3,はい.mp3,ちゅうごく.mp3,がっこう.mp3,だいがくいんせい.mp3,1
4,V01MCIJ,アジアけんきゅう_resized.jpg,アジアけんきゅう.mp3,こくさいかんけい.mp3,りゅうがくせい.mp3,せんこう.mp3,だいがく.mp3,1
5,V01MCIJ,アメリカ_resized.jpg,アメリカ.mp3,カナダ.mp3,インド.mp3,エジプト.mp3,フィリピン.mp3,1
6,V01MCIJ,インド_resized.jpg,インド.mp3,アメリカ.mp3,にほん.mp3,ちゅうごく.mp3,かんこく.mp3,1
7,V01MCIJ,エジプト_resized.jpg,エジプト.mp3,フィリピン.mp3,ちゅうごくご.mp3,こくさいかんけい.mp3,りゅうがくせい.mp3,1
8,V01MCIJ,がくせい_resized.jpg,がくせい.mp3,こうこうせい.mp3,しゅふ.mp3,だいがくいんせい.mp3,せんせい.mp3,1
9,V01MCIJ,カナダ_resized.jpg,カナダ.mp3,アメリカ.mp3,にほん.mp3,インド.mp3,ちゅうごく.mp3,1
10,V01MCIJ,こうこう_resized.jpg,こうこう.mp3,だいがく.mp3,こうこうせい.mp3,がくせい.mp3,しゅふ.mp3,1
11,V01MCIJ,こくさいかんけい_resized.jpg,こくさいかんけい.mp3,せいぶつがく.mp3,アジアけんきゅう.mp3,せんこう.mp3,にほんご.mp3,1
12,V01MCIJ,ごご_resized.jpg,ごご.mp3,ごぜん.mp3,にちようび.mp3,いま.mp3,なんじ.mp3,1
13,V01MCIJ,ごぜん_resized.jpg,ごぜん.mp3,ごご.mp3,よる.mp3,あさ.mp3,ばんごう.mp3,1
14,V01MCIJ,しゅふ_resized.jpg,しゅふ.mp3,がくせい.mp3,こうこうせい.mp3,だいがくいんせい.mp3,りゅうがくせい.mp3,1
15,V01MCIJ,せんこう_resized.jpg,せんこう.mp3,がっこう.mp3,だいがく.mp3,こうこう.mp3,せんせい.mp3,1
16,V01MCIJ,せんせい_resized.jpg,せんせい.mp3,がくせい.mp3,こうこうせい.mp3,しゅふ.mp3,りゅうがくせい.mp3,1
17,V01MCIJ,だいがく_resized.jpg,だいがく.mp3,こうこう.mp3,がっこう.mp3,こうこうせい.mp3,だいがくいんせい.mp3,1
18,V01MCIJ,だいがくいんせい_resized.jpg,だいがくいんせい.mp3,だいがくせい.mp3,こうこうせい.mp3,がくせい.mp3,しゅふ.mp3,1
19,V01MCIJ,だいがくせい_resized.jpg,だいがくせい.mp3,こうこうせい.mp3,しゅふ.mp3,りゅうがくせい.mp3,せんせい.mp3,1
20,V01MCIJ,でんわ_resized.jpg,でんわ.mp3,ばんごう.mp3,めいし.mp3,ともだち.mp3,なまえ.mp3,1
21,V01MCIJ,ともだち_resized.jpg,ともだち.mp3,せんせい.mp3,がくせい.mp3,りゅうがくせい.mp3,しゅふ.mp3,1
22,V01MCIJ,なん_resized.jpg,なん.mp3,なに.mp3,だれ.mp3,いつ.mp3,どこ.mp3,1
23,V01MCIJ,なまえ_resized.jpg,なまえ.mp3,でんわ.mp3,ばんごう.mp3,めいし.mp3,ともだち.mp3,1
24,V01MCIJ,にほん_resized.jpg,にほん.mp3,アメリカ.mp3,インド.mp3,カナダ.mp3,エジプト.mp3,1
25,V01MCIJ,にほんじん_resized.jpg,にほんじん.mp3,アメリカじん.mp3,カナダじん.mp3,ちゅうごくじん.mp3,かんこくじん.mp3,1
26,V01MCIJ,ばんごう_resized.jpg,ばんごう.mp3,でんわ.mp3,なまえ.mp3,とし.mp3,がくねん.mp3,1
27,V01MCIJ,フィリピン_resized.jpg,フィリピン.mp3,インド.mp3,エジプト.mp3,カナダ.mp3,ちゅうごく.mp3,1
28,V01MCIJ,りゅうがくせい_resized.jpg,りゅうがくせい.mp3,がくせい.mp3,こうこうせい.mp3,だいがくせい.mp3,しゅふ.mp3,1
29,V01MCIJ,わたし_resized.jpg,わたし.mp3,あなた.mp3,かれ.mp3,かのじょ.mp3,せんせい.mp3,1
30,V01MCIJ,～ご_resized.jpg,～ご.mp3,～さい.mp3,～にん.mp3,～じ.mp3,～ねんせい.mp3,1
31,V01MCIJ,～さん_resized.jpg,～さん.mp3,～じん.mp3,～ご.mp3,～さい.mp3,～がく.mp3,1
32,V01MCIJ,～じ_resized.jpg,～じ.mp3,～ふん.mp3,～とき.mp3,～にち.mp3,～しゅう.mp3,1
33,V01MCIJ,～じん_resized.jpg,～じん.mp3,～ご.mp3,～さい.mp3,～さん.mp3,～がく.mp3,1
34,V01MCIJ,～ねんせい_resized.jpg,～ねんせい.mp3,～がくねん.mp3,～さい.mp3,～じ.mp3,～ご.mp3,1
35,V01MCIJ,はん_resized.jpg,はん.mp3,ぜんぶ.mp3,すこし.mp3,たくさん.mp3,ほとんど.mp3,1
