ID,Unit,Question,Choice1,Choice2,Choice3,Choice4,Choice5,Answer
1,M03MCJA3,あお (blue),あか.mp3,あお.mp3,いえ.mp3,うみ.mp3,えき.mp3,2
2,M03MCJA3,いす (chair),いす.mp3,いえ.mp3,うま.mp3,えき.mp3,おか.mp3,1
3,M03MCJA3,うみ (sea),あし.mp3,いぬ.mp3,うみ.mp3,えん.mp3,おと.mp3,3
4,M03MCJA3,えき (station),あに.mp3,いす.mp3,うた.mp3,えき.mp3,おん.mp3,4
5,M03MCJA3,おと (sound),あね.mp3,いも.mp3,うし.mp3,えい.mp3,おと.mp3,5
6,M03MCJA3,かお (face),かお.mp3,きく.mp3,くち.mp3,けす.mp3,こえ.mp3,1
7,M03MCJA3,きく (hear),かみ.mp3,きく.mp3,くさ.mp3,けむ.mp3,こま.mp3,2
8,M03MCJA3,くち (mouth),かわ.mp3,きの.mp3,くち.mp3,けい.mp3,こた.mp3,3
9,M03MCJA3,けす (erase),けす.mp3,きる.mp3,くも.mp3,けん.mp3,こる.mp3,1
10,M03MCJA3,こえ (voice),かね.mp3,きし.mp3,くび.mp3,けつ.mp3,こえ.mp3,5
11,M03MCJA3,さけ (alcohol),さけ.mp3,しる.mp3,すむ.mp3,せい.mp3,そと.mp3,1
12,M03MCJA3,しる (know),さき.mp3,しる.mp3,すし.mp3,せき.mp3,そら.mp3,2
13,M03MCJA3,すし (sushi),さむ.mp3,しめ.mp3,すし.mp3,せん.mp3,そと.mp3,3
14,M03MCJA3,せい (life),せい.mp3,しろ.mp3,すい.mp3,せき.mp3,そん.mp3,1
15,M03MCJA3,そと (outside),さと.mp3,しめ.mp3,すて.mp3,せつ.mp3,そと.mp3,5
16,M03MCJA3,たこ (octopus),たこ.mp3,ちい.mp3,つき.mp3,てん.mp3,とし.mp3,1
17,M03MCJA3,ちい (small),たに.mp3,ちい.mp3,つく.mp3,てら.mp3,とら.mp3,2
18,M03MCJA3,つき (moon),たて.mp3,ちか.mp3,つき.mp3,てる.mp3,とく.mp3,3
19,M03MCJA3,てら (temple),てら.mp3,ちり.mp3,つる.mp3,てん.mp3,とち.mp3,1
20,M03MCJA3,とし (city),たに.mp3,ちす.mp3,つめ.mp3,てき.mp3,とし.mp3,5
21,M03MCJA3,なつ (summer),なつ.mp3,にる.mp3,ぬの.mp3,ねつ.mp3,のき.mp3,1
22,M03MCJA3,にる (resemble),なみ.mp3,にる.mp3,ぬく.mp3,ねる.mp3,のむ.mp3,2
23,M03MCJA3,ぬの (cloth),ぬの.mp3,にし.mp3,ぬく.mp3,ねつ.mp3,のこ.mp3,1
24,M03MCJA3,ねつ (fever),なか.mp3,にわ.mp3,ぬす.mp3,ねつ.mp3,のり.mp3,4
25,M03MCJA3,のむ (drink),のむ.mp3,にえ.mp3,ぬる.mp3,ねく.mp3,のこ.mp3,1
26,M03MCJA3,はし (chopsticks),はし.mp3,ひく.mp3,ふく.mp3,へた.mp3,ほし.mp3,1
27,M03MCJA3,ひく (pull),はな.mp3,ひく.mp3,ふね.mp3,へや.mp3,ほね.mp3,2
28,M03MCJA3,ふく (clothes),はこ.mp3,ひる.mp3,ふく.mp3,へい.mp3,ほる.mp3,3
29,M03MCJA3,へた (unskillful),へた.mp3,ひや.mp3,ふえ.mp3,へん.mp3,ほん.mp3,1
30,M03MCJA3,ほし (star),はち.mp3,ひめ.mp3,ふた.mp3,へそ.mp3,ほし.mp3,5
31,M03MCJA3,あし (foot),あし.mp3,いと.mp3,うす.mp3,えだ.mp3,おに.mp3,1
32,M03MCJA3,いと (thread),あせ.mp3,いと.mp3,うそ.mp3,えり.mp3,おれ.mp3,2
33,M03MCJA3,うそ (lie),うそ.mp3,いけ.mp3,うま.mp3,えき.mp3,おち.mp3,1
34,M03MCJA3,えだ (branch),えだ.mp3,いし.mp3,うで.mp3,えん.mp3,おび.mp3,1
35,M03MCJA3,おに (ogre),おに.mp3,いぬ.mp3,うし.mp3,えび.mp3,おく.mp3,1
36,M03MCJA3,かみ (paper),かみ.mp3,きり.mp3,くも.mp3,けい.mp3,こい.mp3,1
37,M03MCJA3,きり (fog),きり.mp3,かね.mp3,くす.mp3,けむ.mp3,こめ.mp3,1
38,M03MCJA3,くも (cloud),くも.mp3,かぜ.mp3,きぬ.mp3,けさ.mp3,ころ.mp3,1
39,M03MCJA3,けい (respect),けい.mp3,かた.mp3,きく.mp3,くつ.mp3,こえ.mp3,1
40,M03MCJA3,こい (carp),こい.mp3,かわ.mp3,きつ.mp3,くち.mp3,けむ.mp3,1
41,M03MCJA3,さき (previous),さき.mp3,しろ.mp3,すき.mp3,せき.mp3,そん.mp3,1
42,M03MCJA3,しろ (white),しろ.mp3,さく.mp3,すそ.mp3,せつ.mp3,そと.mp3,1
43,M03MCJA3,すき (like),すき.mp3,さむ.mp3,しめ.mp3,せい.mp3,そら.mp3,1
44,M03MCJA3,せき (seat),せき.mp3,さと.mp3,しる.mp3,すて.mp3,そん.mp3,1
45,M03MCJA3,そら (sky),そら.mp3,さけ.mp3,しめ.mp3,すし.mp3,せい.mp3,1
46,M03MCJA3,たに (valley),たに.mp3,ちす.mp3,つき.mp3,てら.mp3,とし.mp3,1
47,M03MCJA3,ちす (map),ちす.mp3,たこ.mp3,つく.mp3,てる.mp3,とち.mp3,1
48,M03MCJA3,つく (arrive),つく.mp3,たに.mp3,ちか.mp3,つき.mp3,てん.mp3,1
49,M03MCJA3,てる (shine),てる.mp3,たて.mp3,ちり.mp3,つる.mp3,てら.mp3,1
50,M03MCJA3,とち (land),とち.mp3,たこ.mp3,ちい.mp3,つめ.mp3,てき.mp3,1
